week,19,56.14,n.星期，周，工作周 
number,19,56.17,n.数字，若干，号码 
sex,19,56.21,n.性，性别 
price,19,56.24,n.价格，代价 v.定价 
lost,19,56.35,adj.失去的 
day,19,56.42,n.一天，白天 
national,19,56.46,adj.民族的，国家的 
school,19,56.49,n.学校，上学，学系 
top,19,56.53,n.顶，盖子 v.高于 
place,19,56.60,n.地方，位置 v.放置 
lower,19,56.67,v.降低，减弱 
want,18,56.74,v.想要，通辑 n.缺乏 
boost,18,56.78,v.抬高，促进 
single,18,56.81,adj.单个的，单身的 
company,18,56.84,n.公司，同伴 
budget,18,56.88,n.预算 
problem,18,56.91,n.课题，难题，问题 
bank,18,56.94,n.岸，银行 
security,18,56.98,n.安全，有价证券 
change,18,57.05,n.变化，零钱 v.改变 
half,18,57.08,n.一半 adv.一半 
run,18,57.11,v.跑，竞选，行驶 
third,18,57.18,num.第三，三分之一 
deal,18,57.25,v.处理，交易 n.买卖 
group,18,57.32,n.群，组，团体 
each,18,57.35,adj.,adv.名，每个 
fall,18,57.38,v.落下，跌倒 n.瀑布 
reform,18,57.42,v.,n.改革，改造 
why,18,57.62,adv.为什么 
music,17,57.65,n.音乐，乐曲 
corporate,17,57.68,n.有限公司 
former,17,57.78,adj.以前的，前者 
great,17,57.84,adj.大的，伟大的 
next,17,57.88,adv.下一次，然后 
real,17,57.97,adj.真的，纯粹的 
university,17,58.00,n.大学 
near,17,58.07,adv.近 adj.近的 
fell,17,58.10,v.砍到 
itself,17,58.13,pron.它自己 
crisis,17,58.16,n.危险，危险期 
short,17,58.20,adj.短的，矮的 
opposition,17,58.23,n.敌对，反抗 
hope,16,58.32,v.,n.希望，愿望 
become,16,58.35,v.变成 
building,16,58.44,n.建筑物，大楼 
finance,16,58.56,n.金融 v.资助 
enough,16,58.59,adj.,adv.足够(的) 
century,16,58.62,n.世纪 
later,16,58.65,adv.更晚，以后，过后 
themselves,16,58.68,pron.他们、它们自己 
exchange,16,58.74,v.交换，兑换 n.交易 
whaling,15,58.92,n.捕鲸(业) 
support,15,58.97,v.支持，资助，支援 
technology,15,59.06,n.技术，工艺 
large,15,59.11,adj.大的，巨大的 
ago,15,59.17,adv....以前 
pressure,15,59.20,n.压力，繁忙，紧迫 
away,15,59.23,adv.去，远离，在远处 
air,15,59.26,n.空气，气派 
fast,15,59.28,adj.快的 adv.快 
strong,15,59.31,adj.强壮的，强烈的 
reason,15,59.37,n.原因，理由 v.推论 
force,15,59.42,n.力，力量 v.强迫 
ever,15,59.45,adv.曾经，总是，究竟 
deep,15,59.48,adj.深的，深远的 
remain,15,59.56,n.依旧的，剩余，逗留 
core,15,59.68,n.核，核心 
water,15,59.71,n.水 v.浇水，垂涎 
health,15,59.76,n.健康(状况) 
four,14,59.79,num.四 
military,14,59.81,adj.军事的，好斗的 
elsewhere,14,59.97,adv.在别处 
southern,14,60.03,adj.南的，南方的 
probably,14,60.08,adv.或许，大概 
control,14,60.10,v.,n.控制，管理 
human,14,60.21,adj.人的，人类的 
dollar,14,60.24,n.元，美元 
almost,14,60.31,adv.几乎，差不多 
today,14,60.42,adv.今天,现在 n.今日 
commodity,14,60.45,n.商品 
population,14,60.47,n.人口 
come,14,60.50,v.来到，出现，发生 
until,13,60.58,prep.,conj.到...为止 
argue,13,60.60,v.争论，辩论 
small,13,60.65,adj.小的，不重要的 
action,13,60.67,n.行为，行动 
fact,13,60.72,n.事实，真相 
chance,13,60.82,n.机会，可能性 
rule,13,60.84,n.法规，常规，统治 
provide,13,60.87,v.供给，提供，准备 
office,13,60.89,n.办公室，事务所 
evidence,13,60.92,n.证据，迹象 
poor,13,60.97,adj.穷的，差的 
northern,13,61.02,adj.北方的，北部的 
close,13,61.04,v.关闭，结束 n.终结 
border,13,61.11,n.国界，边境 
official,13,61.14,n.官员 adj.官方的 
economics,13,61.21,n.经济学 
main,13,61.33,adj.主要的 
especially,13,61.38,adv.特别地，专门地 
show,13,61.41,v.显示，表明 n.演出 
further,13,61.45,adv.更远，进一步 
majority,13,61.48,n.多数，过半数 
rise,13,61.55,v.起立，晋级，增长 
several,13,61.58,adj.几个 
share,13,61.60,n.份，股份 v.分配 
region,13,61.67,n.地区，地域，地带 
view,13,61.77,n.视域，景色，见解 
whole,13,61.82,adj.全部的 n.全部 
below,13,61.85,adj.,prep.在...下面 
data,12,61.91,n.(复数)资料，数据 
saw,12,61.94,v.,n.锯 
average,12,61.96,adj.平均的 n.平均数 
reduce,12,62.00,v.减少，贬为 
research,12,62.03,v.,n.调查，研究 
age,12,62.09,n.年龄，时代 
face,12,62.12,n.脸，正面 v.面对 
speed,12,62.21,n.速度 v.飞驰 
your,12,62.23,pron.你的，你们的 
species,12,62.27,n.物种，种类 
justice,12,62.30,n.公正，正直 
remains,12,62.34,n.剩余，遗迹，遗体 
cause,12,62.36,n.原因，理由，事业 
tend,12,62.39,v.趋向，照料，投标 
campaign,12,62.48,n.战役，运动 
seem,12,62.52,v.好象，似乎 
form,12,62.54,n.形状，类型，表格 
general,12,62.59,adj.一般的，总的 
film,12,62.61,n.胶片，电影，薄膜 
zero,12,62.63,n.零，零度 
house,12,62.66,n.房子，剧场，家 
chart,12,62.72,n.图表 v.制定计划 
particularly,12,62.75,adv.特别地 
point,12,62.77,n.尖，点，分 v.指 
private,12,62.79,adj.私人的，秘密的 
value,12,62.84,n.价值 v.评价，估价 
victory,12,62.86,n.胜利 
despite,12,62.93,prep.不管，任凭 
report,12,62.95,v.报告，报导，报道 
ten,12,63.02,num.十 
corruption,12,63.04,n.腐败，腐化 
something,12,63.09,pron.某事，某物 
six,12,63.11,num.六 
thus,12,63.15,adv.如此，这样，因而 
leader,12,63.18,n.领导，领袖 
prize,11,63.20,n.奖品，奖赏 
example,11,63.22,n.例子，榜样 
turn,11,63.24,v.转向，旋转 n.轮流 
damage,11,63.26,v.,n.损害，破坏 
service,11,63.28,n.服务，公共设施 
east,11,63.32,adj.东方的 n.东方 
open,11,63.38,adj.开的 v.打开 
prime,11,63.40,adj.首要的，第一的 
industry,11,63.42,n.工业，产业，勤奋 
full,11,63.46,adj.满的，完全的 
always,11,63.49,adv.总是，始终 
really,11,63.51,adv.真正地，果然 
let,11,63.53,v.让，使 
bring,11,63.55,v.拿来，带来 
software,11,63.57,n.软件 
together,11,63.59,adv.共同，一起，同时 
battle,11,63.61,n.战斗，战役 
increase,11,63.63,v.,n.增加，增长 
look,11,63.67,v.看，看上去 n.外表 
abroad,11,63.69,adv.国外，海外 
education,11,63.77,n.教育，训练 
widely,11,63.80,adv.广泛地，非常 
above,11,63.84,prep.在...之上，高于 
ore,11,63.88,n.矿石，矿物 
potential,11,63.92,adj.潜在的 n.潜力 
eventually,11,64.00,adv.最终，终于 
either,11,64.02,adj.二者之一 adv.也 
important,11,64.04,adj.重要的，重大的 
bill,11,64.08,n.帐单，议案，钞票 
integration,11,64.11,n.结合，整体 
capacity,11,64.17,n.容量，容积，资格 
however,11,64.19,adv.可是，然而 
engine,11,64.35,n.发动机，火车头 
sort,11,64.39,n.种类 v.分类，拣 
our,11,64.42,pron.我们的 
job,11,64.46,n.工作，活儿，差使 
perhaps,11,64.50,adv.也许，多半 
lead,11,64.52,v.引导，领先，率领 
currency,10,64.54,n.通货，货币 
travel,10,64.56,v.旅行，传导 
wing,10,64.57,n.翅膀，翼，派别 
encourage,10,64.59,v.鼓舞，鼓励，助长 
vote,10,64.63,n.投票(权)，得票数 
jet,10,64.69,v.喷射 v.喷气发动机 
sometimes,10,64.71,adv.有时，不时 
death,10,64.72,n.死，死亡 
fund,10,64.74,n.基金，资金，蕴藏 
person,10,64.78,n.人，人称，身体 
line,10,64.80,n.行，线条，界线 
young,10,64.82,adj.年轻的 n.青年人 
index,10,64.84,n.索引，标志，指数 
presidential,10,64.88,adj.总统的 
standard,10,64.93,n.标准 adj.标准的 
thanks,10,65.01,n.感谢 int.谢谢 
care,10,65.06,n.注意，小心 v.关心 
worry,10,65.10,v.,v.烦恼，担心 
family,10,65.14,n.家庭，家属 
soon,10,65.16,adv.不久，很快，早 
success,10,65.19,n.成功 
within,10,65.21,prep.,adv.在...内 
front,10,65.25,n.正面，前线 v.面对 
monetary,10,65.27,adj.货币的，金融的 
north,10,65.29,n.北，北方 adj.北的 
tank,10,65.31,n.油箱，水箱，坦克 
middle,10,65.42,n.当中 adj.中部的 
road,10,65.44,n.道路，路 
defence,10,65.48,n.保卫，防御 
find,10,65.51,v.寻找，找到，发现 
decision,10,65.53,n.决定，决议 
per,10,65.55,prep.每，由，按照 
staff,10,65.59,n.工作人员，棒子 
classical,10,65.63,adj.经典的，古典的 
must,10,65.65,v.必须，准是 n.必须 
independence,10,65.66,n.独立，自主 
discovery,10,65.68,n.发现，发现物 
status,10,65.80,n.形势，身分 
court,10,65.83,n.法庭，宫廷，球场 
return,10,65.85,v.回归，归还 n.归来 
question,10,65.89,n.问题，疑问 v.询问 
heir,10,65.96,n.继承人 
regional,9,66.00,adj.地区的，区域的 
therefore,9,66.03,adv.因而，所以 
hold,9,66.05,v.握住，容纳 n.控制 
democratic,9,66.08,adj.民主的 
result,9,66.14,n.结果，效果，后果 
offer,9,66.17,v.,n.提供，报盘 
role,9,66.19,n.角色，作用 
prediction,9,66.20,n.预言，预报 
explorer,9,66.24,n.勘探者，探险家 
course,9,66.25,n.过程，路线，课程 
federal,9,66.29,adj.联邦的 
information,9,66.32,n.通知，情报，资料 
operation,9,66.37,n.操作，生效，手术 
agreement,9,66.42,n.一致，协议 
land,9,66.44,n.陆地，土地 v.着陆 
try,9,66.47,v.尝试，审讯 n.尝试 
challenge,9,66.49,n.,v.挑战，质问 
process,9,66.51,n.程序，过程 v.处理 
move,9,66.54,v.移动，推动，搬家 
worth,9,66.56,n.价值 adj.值...的 
refugee,9,66.59,n.难民 
fight,9,66.64,v.打仗，战斗，作斗争 
revolution,9,66.68,n.革命，变革 
proportion,9,66.69,n.比例，部分 
conservative,9,66.73,adj.保守的，稳健的 
mobile,9,66.78,adj.机动的，流动的 
similar,9,66.83,adj.类似的，相象的 
recession,9,66.85,n.衰退 
meet,9,66.86,v.遇到，会见，迎接 
instance,9,66.88,n.例子 
fuel,9,66.90,n.燃料 
key,9,66.91,n.钥匙，关键，答案 
credit,9,66.95,n.信誉，信用 v.相信 
attempt,9,66.96,v.,n.尝试，企图 
crew,9,66.98,n.(飞机等的)全体人员 
man,9,67.00,n.人，男人，人类 
language,9,67.01,n.语言 
carry,9,67.03,v.搬运，携带 
black,9,67.07,adj.黑的 n.黑色 
peace,9,67.08,n.和平，平静，和约 
violence,9,67.10,n.猛烈，暴力，暴行 
energy,9,67.20,n.精力，活力，能量 
raise,9,67.25,v.举起，提高，唤起 
gas,9,67.27,n.气体，煤气，汽油 
goods,9,67.29,n.货物，商品 
account,9,67.32,n.账目 v.说明 
chief,9,67.35,adj.首席的，首要的 
hose,9,67.42,n.软水管，长统袜 
picture,9,67.47,n.图片，画，照片 
serious,9,67.49,adj.慎重的，严重的 
constitution,9,67.54,n.宪法，章程 
lack,9,67.59,v.,n.缺少 
focus,9,67.61,n.焦点，中心 v.集中 
idea,9,67.64,n.思想，主意，打算 
leading,9,67.66,adj.领先的，一流的 
lay,9,67.67,v.放，安排，打基础 
strategy,9,67.71,n.战略，策略，计谋 
agency,9,67.78,n.代理，代理处 
promise,9,67.83,v.允诺，预示 n.诺言 
record,9,67.84,v.记录，录音 n.记录 
boom,9,67.86,v.隆隆响，兴旺，繁荣 
increasing,8,67.88,adj.不断增长的 
strike,8,67.91,v.打，攻击，罢工 
disaster,8,67.94,n.自然灾害，祸患 
never,8,67.95,adv.从不，永不，未曾 
life,8,67.97,n.生活，生命，一生 
accounting,8,67.98,n.会计学 
current,8,68.00,adj.现令的 n.流 
quarter,8,68.03,n.四分之一，一刻钟 
newspaper,8,68.06,n.报纸，新闻纸 
leadership,8,68.10,n.领导 
agree,8,68.12,v.同意，一致认为 
case,8,68.13,n.事实，案例，箱子 
contrast,8,68.15,n.,v.对照，对比 
self,8,68.19,n.自己，自身，品质 
sea,8,68.21,n.海，海洋 
fresh,8,68.25,adj.新鲜的，崭新的 
site,8,68.33,n.场所，场地 
break,8,68.40,n.打破，破坏 n.裂口 
true,8,68.46,adj.真实的，真正的 
welcome,8,68.48,adj.受欢迎的 v.欢迎 
area,8,68.52,n.地区，面积，领域 
lot,8,68.54,n.许多，地 adv.相当 
religious,8,68.55,adj.宗教的，信教的 
amount,8,68.57,n.数量，总数 v.合计 
win,8,68.66,v.赢得，成功 
cruise,8,68.67,v.巡游，巡航 
surprise,8,68.70,v.使惊诧 n.惊奇 
seven,8,68.76,num.七 
international,8,68.82,adj.国际的 
grow,8,68.85,v.增长，成长，种植 
anyone,8,68.87,pron.无论谁 
forecast,8,68.90,n.,v.预测，预报 
moderate,8,68.91,adj.适度的 v.缓和 
response,8,68.93,v.答复，反应，响应 
common,8,68.96,adj.共同的，普通的 
expensive,8,68.97,adj.昂贵的，高价的 
create,8,68.99,v.创造，创作，造成 
thought,8,69.09,n.想法，思想，关怀 
works,8,69.11,n.工厂 
although,8,69.12,conj.虽然 
campus,8,69.14,n.校园 
percentage,8,69.15,n.百分率 
quickly,8,69.20,adv.快，迅速地 
particular,8,69.23,adj.特殊的 n.项目 
level,8,69.24,n.水平，级 v.弄平 
senior,8,69.33,adj.年长的，老资格的 
story,8,69.39,n.故事，小说，经历 
stable,8,69.47,adj.稳固的，稳定的 
trap,8,69.48,n.陷井，圈套 v.诱捕 
cross,8,69.51,n.十字，交叉 v.横过 
ruling,8,69.59,adj.统治的 
effective,7,69.60,adj.有效的 
responsible,7,69.61,adj.负责的，尽责的 
leave,7,69.65,v.出发，离开 n.休假 
along,7,69.67,prep.沿着 adv.一起 
rival,7,69.69,n.对手 adj.竞争的 
science,7,69.75,n.科学，学科 
sense,7,69.76,n.感官，感觉，见识 
gold,7,69.80,n.黄金，金币，金色 
barely,7,69.81,adv.赤裸裸地 
race,7,69.92,n.种族，竞赛 v.赛跑 
union,7,69.97,n.联合，联盟，联合会 
order,7,70.00,n.命令，订货，次序 
